,ticker,name,sector,industry,market_cap,exchange,country_code
2075,GSM,Ferroglobe PLC ,Basic Materials,CHEMICALS,627584000.0,NSDQ,United Kingdom
2076,GSMG,Glory Star New Media Group Holdings Limited ,Business Services,BUSINESS SERVICES,214090000.0,NSDQ,China
2077,GSS,Golden Star Resources Ltd. ,Basic Materials,METALS-NON FERR,347576992.0,NYSE,Canada
2078,GSUM,Gridsum Holding Inc. ,Computer and Technology,COMPUTER SOFT SERV,65824000.0,NSDQ,China
2079,GSV,Gold Standard Ventures Corp ,Basic Materials,METALS-NON FERR,218939008.0,NYSE,Canada
2080,GSX,GSX Techedu Inc. ,Business Services,BUSINESS SERVICES,24604000256.0,NYSE,China
2081,GT,The Goodyear Tire & Rubber Company ,Auto Tires Trucks,AUTOS TIRES TRUCKS,3804000000.0,NSDQ,United States
2082,GTE,Gran Tierra Energy Inc. ,Oils Energy,OIL-EXP&PROD,312160992.0,NYSE,Canada
2083,GTEC,Greenland Technologies Holding Corporation ,Computer and Technology,ELECTRONICS,120153000.0,NSDQ,China
2084,GTES,Gates Industrial Corporation plc ,Construction,CONSTRUCT BLDG SERV,4562999808.0,NYSE,United States
2085,GTH,Genetron Holdings Limited ,Medical,DRUGS,2198000128.0,NSDQ,China
2086,GTHX,"G1 Therapeutics, Inc. ",Medical,DRUGS,819508992.0,NSDQ,United States
2087,GTIM,Good Times Restaurants Inc. ,Retail Wholesale,FOOD DRUG-RTL WHL,42393000.0,NSDQ,United States
2088,GTLS,"Chart Industries, Inc. ",Industrial Products,MACHINERY,5043999744.0,NYSE,United States
2089,GTN,"Gray Television, Inc. ",Consumer Discretionary,MEDIA,1788999936.0,NYSE,United States
2090,GTN.A,,Consumer Discretionary,MEDIA,,NYSE,United States
2091,GTS,Triple-S Management Corporation ,Medical,MEDICAL CARE,585521024.0,NYSE,United States
2092,GTT,"GTT Communications, Inc. ",Computer and Technology,COMPUTER SOFT SERV,111169000.0,NYSE,United States
2093,GTY,Getty Realty Corp. ,Finance,REAL ESTATE,1231000064.0,NYSE,United States
2094,GTYH,GTY Technology Holdings Inc. ,Computer and Technology,COMPUTER SOFT SERV,395288992.0,NSDQ,United States
2095,GURE,"Gulf Resources, Inc. ",Basic Materials,CHEMICALS,44189000.0,NSDQ,China
2096,GV,,Construction,CONSTRUCT BLDG SERV,,ARCA,United States
2097,GVA,Granite Construction Incorporated ,Construction,CONSTRUCT BLDG SERV,1558000000.0,NYSE,United States
2098,GVP,"GSE Systems, Inc. ",Computer and Technology,COMPUTER SOFT SERV,38665000.0,NSDQ,United States
2099,GWAC,Good Works Acquisition Corp. ,Unclassified,UNCLASSIFIED,222296992.0,NSDQ,
2100,GWB,"Great Western Bancorp, Inc. ",Finance,BANKS & THRIFTS,1474000000.0,NYSE,United States
2101,GWGH,"GWG Holdings, Inc. ",Finance,INSURANCE,235634000.0,NSDQ,United States
2102,GWPH,GW Pharmaceuticals plc ,Medical,MED PRODS,6671000064.0,NSDQ,United Kingdom
2103,GWRE,"Guidewire Software, Inc. ",Computer and Technology,COMPUTER SOFT SERV,9340999680.0,NYSE,United States
2104,GWRS,"Global Water Resources, Inc. ",Utilities,UTIL-WATER SPLY,384472992.0,NSDQ,United States
2105,GWW,"W.W. Grainger, Inc. ",Industrial Products,IND PRODS SVC,19712000000.0,NYSE,United States
2106,GXGX,GX Acquisition Corp. ,Unclassified,UNCLASSIFIED,365124992.0,NSDQ,United States
2107,GXP,312276 ,Utilities,UTIL-ELEC PWR,,NYSE,United States
2108,GYRO,"Gyrodyne, LLC ",Finance,REAL ESTATE,24587000.0,NSDQ,United States
2109,H,Hyatt Hotels Corporation ,Consumer Discretionary,LEISURE SERVICES,8878999552.0,NYSE,United States
2110,HA,"Hawaiian Holdings, Inc. ",Transportation,TRANSPORT-AIR,1291000064.0,NSDQ,United States
2111,HAE,Haemonetics Corporation ,Medical,MED PRODS,6454000128.0,NYSE,United States
2112,HAFC,Hanmi Financial Corporation ,Finance,BANKS & THRIFTS,521280992.0,NSDQ,United States
2113,HAIN,"The Hain Celestial Group, Inc. ",Consumer Staples,FOOD,4238000128.0,NSDQ,United States
2114,HAL,Halliburton Company ,Oils Energy,OIL MACH SVC DRILL,18928001024.0,NYSE,United States
2115,HALL,"Hallmark Financial Services, Inc. ",Finance,INSURANCE,66038000.0,NSDQ,United States
2116,HALO,"Halozyme Therapeutics, Inc. ",Medical,DRUGS,6197000192.0,NSDQ,United States
2117,HAPP,Happiness Biotech Group Limited ,Medical,DRUGS,51290000.0,NSDQ,China
2118,HARP,"Harpoon Therapeutics, Inc. ",Medical,DRUGS,599678016.0,NSDQ,United States
2119,HAS,"Hasbro, Inc. ",Consumer Discretionary,OTHER CONS DISC,12755999744.0,NSDQ,United States
2120,HASI,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. ",Finance,REAL ESTATE,4384000000.0,NYSE,United States
2121,HAYN,"Haynes International, Inc. ",Basic Materials,STEEL,368288000.0,NSDQ,United States
2122,HBAN,Huntington Bancshares Incorporated ,Finance,BANKS & THRIFTS,15564000256.0,NSDQ,United States
2123,HBB,Hamilton Beach Brands Holding Company ,Consumer Discretionary,HM FURN APPLI,246211008.0,NYSE,United States
2124,HBCP,"Home Bancorp, Inc. ",Finance,BANKS & THRIFTS,282918016.0,NSDQ,United States
2125,HBI,Hanesbrands Inc. ,Consumer Discretionary,APPAREL,6142000128.0,NYSE,United States
2126,HBIO,"Harvard Bioscience, Inc. ",Computer and Technology,MISC TECHNOLOGY,167595008.0,NSDQ,United States
2127,HBM,Hudbay Minerals Inc. ,Basic Materials,METALS-NON FERR,1922000000.0,NYSE,Canada
2128,HBMD,"Howard Bancorp, Inc. ",Finance,BANKS & THRIFTS,258494000.0,NSDQ,United States
2129,HBNC,"Horizon Bancorp, Inc. ",Finance,BANKS & THRIFTS,791606016.0,NSDQ,United States
2130,HBP,"Huttig Building Products, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,105943000.0,NSDQ,United States
2131,HBT,"HBT Financial, Inc. ",Finance,BANKS & THRIFTS,448377984.0,NSDQ,United States
2132,HCA,"HCA Healthcare, Inc. ",Medical,MEDICAL CARE,59080998912.0,NYSE,United States
2133,HCAP,Harvest Capital Credit Corporation ,Finance,INVEST BKRS MGMT,48919000.0,NSDQ,United States
2134,HCAR,Healthcare Services Acquisition Corporation ,Unclassified,UNCLASSIFIED,416484000.0,NSDQ,United States
2135,HCAT,"Health Catalyst, Inc. ",Medical,MEDICAL CARE,2020000000.0,NSDQ,United States
2136,HCC,"Warrior Met Coal, Inc. ",Oils Energy,COAL,1013000000.0,NYSE,United States
2137,HCCI,"Heritage-Crystal Clean, Inc ",Industrial Products,POLLUTION CNTRL,630776000.0,NSDQ,United States
2138,HCDI,"Harbor Custom Development, Inc. ",Finance,REAL ESTATE,44484000.0,NSDQ,United States
2139,HCHC,"HC2 Holdings, Inc. ",Multi-Sector Conglomerates,CONGLOMERATES,273414016.0,NYSE,United States
2140,HCI,"HCI Group, Inc. ",Finance,INSURANCE,474416992.0,NYSE,United States
2141,HCKT,"The Hackett Group, Inc. ",Business Services,BUSINESS SERVICES,479838016.0,NSDQ,United States
2142,HCM,Hutchison China MediTech Limited ,Medical,MED PRODS,4440000000.0,NSDQ,"Hong Kong, SAR China"
2143,HCR,,Basic Materials,METALS-NON FERR,,NYSE,United States
2144,HCSG,"Healthcare Services Group, Inc. ",Business Services,BUSINESS SERVICES,2144000000.0,NSDQ,United States
2145,HD,"The Home Depot, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,277617999872.0,NYSE,United States
2146,HDB,HDFC Bank Limited ,Finance,BANKS-MAJOR,117376000000.0,NYSE,India
2147,HDSN,"Hudson Technologies, Inc. ",Industrial Products,IND PRODS SVC,62469000.0,NSDQ,United States
2148,HE,"Hawaiian Electric Industries, Inc. ",Utilities,UTIL-ELEC PWR,3804000000.0,NYSE,United States
2149,HEAR,Turtle Beach Corporation ,Computer and Technology,TELECOMM EQUIP,475524000.0,NSDQ,United States
2150,HEC,Hudson Executive Investment Corp. ,Unclassified,UNCLASSIFIED,534288000.0,NSDQ,United States
2151,HEES,"H&E Equipment Services, Inc. ",Industrial Products,MACHINERY,1116999936.0,NSDQ,United States
2152,HEI,HEICO Corporation ,Aerospace,AEROSPACE DEFENSE,16176000000.0,NYSE,United States
2153,HEI.A, ,Aerospace,AEROSPACE DEFENSE,3000000000.0,NYSE,United States
2154,HELE,Helen of Troy Limited ,Consumer Staples,SOAPS COSMETICS,5386999808.0,NSDQ,Bermuda
2155,HEP,"Holly Energy Partners, L.P. ",Oils Energy,OIL GAS PROD PIPEL,1818000000.0,NYSE,United States
2156,HEPA,"Hepion Pharmaceuticals, Inc. ",Medical,DRUGS,149400992.0,NSDQ,United States
2157,HES,Hess Corporation ,Oils Energy,OIL-INTEGRATED,20209000448.0,NYSE,United States
2158,HESM,Hess Midstream LP ,Oils Energy,OIL-EXP&PROD,394817984.0,NYSE,United States
2159,HEXO,HEXO Corp. ,Medical,MED PRODS,882513024.0,NYSE,Canada
2160,HFBL,"Home Federal Bancorp, Inc. of Louisiana ",Finance,BANKS & THRIFTS,50128000.0,NSDQ,United States
2161,HFC,HollyFrontier Corporation ,Oils Energy,OIL-MISC,6119000064.0,NYSE,United States
2162,HFEN,,,,,,
2163,HFFG,HF Foods Group Inc. ,Consumer Staples,FOOD,395060992.0,NSDQ,United States
2164,HFWA,Heritage Financial Corporation ,Finance,BANKS & THRIFTS,930844032.0,NSDQ,United States
2165,HGBL,Heritage Global Inc. ,Finance,FINANCE,106864000.0,NSDQ,United States
2166,HGEN,"Humanigen, Inc. ",Medical,DRUGS,1022000000.0,NSDQ,United States
2167,HGSH,China HGS Real Estate Inc. ,Finance,REAL ESTATE,49927000.0,NSDQ,China
2168,HGV,Hilton Grand Vacations Inc. ,Consumer Discretionary,LEISURE SERVICES,3352999936.0,NYSE,United States
2169,HHC,The Howard Hughes Corporation ,Finance,REAL ESTATE,5234999808.0,NYSE,United States
2170,HHR,HeadHunter Group PLC ,Business Services,BUSINESS SERVICES,1775000064.0,NSDQ,Russia
2171,HI,"Hillenbrand, Inc. ",Consumer Staples,CON PRD-MISC STAPLES,3496999936.0,NYSE,United States
2172,HIBB,"Hibbett Sports, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,1071000000.0,NSDQ,United States
2173,HIFS,Hingham Institution for Savings ,Finance,BANKS & THRIFTS,534224992.0,NSDQ,United States
2174,HIG,"The Hartford Financial Services Group, Inc. ",Finance,INSURANCE,18122000384.0,NYSE,United States
2175,HIGA,H.I.G. Acquisition Corp. ,Unclassified,UNCLASSIFIED,476135008.0,NYSE,
2176,HIHO,Highway Holdings Limited ,Industrial Products,METALS FABRICATING,18151000.0,NSDQ,"Hong Kong, SAR China"
2177,HII,"Huntington Ingalls Industries, Inc. ",Aerospace,AEROSPACE DEFENSE,7091999744.0,NYSE,United States
2178,HIL,"Hill International, Inc. ",Business Services,BUSINESS SERVICES,143943008.0,NYSE,United States
2179,HIMX,"Himax Technologies, Inc. ",Computer and Technology,ELECTRON-SEMI,2319000064.0,NSDQ,Taiwan
2180,HIW,"Highwoods Properties, Inc. ",Finance,REAL ESTATE,4152999936.0,NYSE,United States
2181,HJLI,"Hancock Jaffe Laboratories, Inc. ",Medical,DRUGS,60631000.0,NSDQ,United States
2182,HKIB,AMTD International Inc. ,Finance,INVEST BKRS MGMT,2759000064.0,NYSE,"Hong Kong, SAR China"
2183,HL,Hecla Mining Company ,Basic Materials,METALS-NON FERR,3495000064.0,NYSE,United States
2184,HLF,Herbalife Nutrition Ltd. ,Retail Wholesale,FOOD DRUG-RTL WHL,5304000000.0,NYSE,United States
2185,HLG,Hailiang Education Group Inc. ,Consumer Discretionary,OTHER CONS DISC,1542000000.0,NSDQ,China
2186,HLI,"Houlihan Lokey, Inc. ",Finance,FINANCE,4383000064.0,NYSE,United States
2187,HLIO,"Helios Technologies, Inc. ",Industrial Products,MACHINERY,2100000000.0,NSDQ,United States
2188,HLIT,Harmonic Inc. ,Computer and Technology,TELECOMM EQUIP,760590016.0,NSDQ,United States
2189,HLNE,Hamilton Lane Incorporated ,Finance,INVEST BKRS MGMT,4887000064.0,NSDQ,United States
2190,HLT,Hilton Worldwide Holdings Inc. ,Consumer Discretionary,LEISURE SERVICES,34129000448.0,NYSE,United States
2191,HLTH,,Medical,MEDICAL CARE,,ARCA,United States
2192,HLX,"Helix Energy Solutions Group, Inc. ",Oils Energy,OIL MACH SVC DRILL,726779008.0,NYSE,United States
2193,HLXA,Helix Acquisition Corp. ,Unclassified,UNCLASSIFIED,171208000.0,NSDQ,
2194,HMC,"Honda Motor Co., Ltd. ",Auto Tires Trucks,AUTOS TIRES TRUCKS,47193001984.0,NYSE,Japan
2195,HMG,"HMG/Courtland Properties, Inc. ",Finance,REAL ESTATE,12389000.0,ARCA,United States
2196,HMHC,Houghton Mifflin Harcourt Company ,Business Services,BUSINESS SERVICES,782158016.0,NSDQ,United States
2197,HMI,Huami Corporation ,,,1066000000.0,,
2198,HMLP,Höegh LNG Partners LP ,Transportation,TRANSPORTATION,542305984.0,NYSE,Bermuda
2199,HMN,Horace Mann Educators Corporation ,Finance,INSURANCE,1616999936.0,NYSE,United States
2200,HMNF,"HMN Financial, Inc. ",Finance,BANKS & THRIFTS,94428000.0,NSDQ,United States
2201,HMST,"HomeStreet, Inc. ",Finance,BANKS & THRIFTS,946857024.0,NSDQ,United States
2202,HMSY,HMS Holdings Corp. ,Medical,MEDICAL CARE,3260000000.0,NSDQ,United States
2203,HMTV,"Hemisphere Media Group, Inc. ",Consumer Discretionary,MEDIA,428788000.0,NSDQ,United States
2204,HMY,Harmony Gold Mining Company Limited ,Basic Materials,METALS-NON FERR,2192999936.0,NYSE,South Africa
2205,HNGR,"Hanger, Inc. ",Medical,MEDICAL CARE,825830976.0,NYSE,United States
2206,HNI,HNI Corporation ,Business Services,Business Products,1562000000.0,NYSE,United States
2207,HNNA,"Hennessy Advisors, Inc. ",Finance,INVEST BKRS MGMT,64992000.0,NSDQ,United States
2208,HNP,"Huaneng Power International, Inc. ",Utilities,UTIL-ELEC PWR,5341000192.0,NYSE,China
2209,HNRG,Hallador Energy Company ,Oils Energy,COAL,49324000.0,NSDQ,United States
2210,HOFT,Hooker Furniture Corporation ,Consumer Discretionary,HM FURN APPLI,404168000.0,NSDQ,United States
2211,HOFV,Hall of Fame Resort & Entertainment Company ,Consumer Discretionary,LEISURE SERVICES,176548000.0,NSDQ,United States
2212,HOG,"Harley-Davidson, Inc. ",Auto Tires Trucks,AUTOS TIRES TRUCKS,5384000000.0,NYSE,United States
2213,HOLI,Hollysys Automation Technologies Ltd. ,Industrial Products,MACHINERY,912294016.0,NSDQ,China
2214,HOLX,"Hologic, Inc. ",Medical,MED PRODS,18567000064.0,NSDQ,United States
2215,HOMB,"Home Bancshares, Inc. ",Finance,BANKS & THRIFTS,4104000000.0,NSDQ,United States
2216,HOME,At Home Group Inc. ,Retail Wholesale,NONFOOD RETAIL WH,1587000064.0,NYSE,United States
2217,HON,Honeywell International Inc. ,Multi-Sector Conglomerates,CONGLOMERATES,142598995968.0,NYSE,United States
2218,HONE,"HarborOne Bancorp, Inc. ",Finance,BANKS & THRIFTS,705944000.0,NSDQ,United States
2219,HOOK,HOOKIPA Pharma Inc. ,Medical,DRUGS,350232992.0,NSDQ,United States
2220,HOPE,"Hope Bancorp, Inc. ",Finance,BANKS & THRIFTS,1623000064.0,NSDQ,United States
2221,HOTH,"Hoth Therapeutics, Inc. ",Medical,DRUGS,36603000.0,NSDQ,United States
2222,HOV,"Hovnanian Enterprises, Inc. ",Construction,CONSTRUCT BLDG SERV,353844000.0,NYSE,United States
2223,HP,"Helmerich & Payne, Inc. ",Oils Energy,OIL MACH SVC DRILL,3099000064.0,NYSE,United States
2224,HPE,Hewlett Packard Enterprise Company ,Computer and Technology,COMPUTER OFFICE EQUIP,18833000448.0,NYSE,United States
2225,HPK,"HighPeak Energy, Inc. ",Oils Energy,OIL-EXP&PROD,1188000000.0,NSDQ,United States
2226,HPP,"Hudson Pacific Properties, Inc. ",Finance,REAL ESTATE,3974000128.0,NYSE,United States
2227,HPQ,HP Inc. ,Computer and Technology,COMPUTER OFFICE EQUIP,36337999872.0,NYSE,United States
2228,HPR,HighPoint Resources Corporation ,Oils Energy,OIL-EXP&PROD,41690000.0,NYSE,United States
2229,HQI,"HireQuest, Inc. ",Business Services,BUSINESS SERVICES,202848992.0,NSDQ,United States
2230,HQY,"HealthEquity, Inc. ",Medical,MEDICAL CARE,6943000064.0,NSDQ,United States
2231,HR,Healthcare Realty Trust Incorporated ,Finance,REAL ESTATE,4140999936.0,NYSE,United States
2232,HRB,"H&R Block, Inc. ",Consumer Discretionary,OTHER CONS DISC,3470000128.0,NYSE,United States
2233,HRC,"Hill-Rom Holdings, Inc. ",Medical,MED PRODS,7080999936.0,NYSE,United States
2234,HRI,Herc Holdings Inc. ,Transportation,TRANSPORTATION,2584000000.0,NYSE,United States
2235,HRL,Hormel Foods Corporation ,Consumer Staples,FOOD,25457000448.0,NYSE,United States
2236,HRMY,"Harmony Biosciences Holdings, Inc. ",Medical,DRUGS,2054000000.0,NSDQ,United States
2237,HROW,"Harrow Health, Inc. ",Medical,MEDICAL CARE,194640000.0,NSDQ,United States
2238,HRTG,"Heritage Insurance Holdings, Inc. ",Finance,INSURANCE,276660992.0,NYSE,United States
2239,HRTX,"Heron Therapeutics, Inc. ",Medical,DRUGS,1666000000.0,NSDQ,United States
2240,HRZN,Horizon Technology Finance Corporation ,Finance,FINANCE,269820000.0,NSDQ,United States
2241,HSAQ,Health Sciences Acquisitions Corporation 2 ,Unclassified,UNCLASSIFIED,270758016.0,NSDQ,United States
2242,HSBC,HSBC Holdings plc ,Finance,BANKS-MAJOR,123475001344.0,NYSE,United Kingdom
2243,HSC,Harsco Corporation ,Business Services,BUSINESS SERVICES,1366000000.0,NYSE,United States
2244,HSDT,"Helius Medical Technologies, Inc. ",Medical,MED PRODS,20057000.0,NSDQ,United States
2245,HSIC,"Henry Schein, Inc. ",Medical,MED PRODS,8816000000.0,NSDQ,United States
2246,HSII,"Heidrick & Struggles International, Inc. ",Business Services,BUSINESS SERVICES,741907968.0,NSDQ,United States
2247,HSKA,Heska Corporation ,Medical,DRUGS,1804999936.0,NSDQ,United States
2248,HSON,"Hudson Global, Inc. ",Business Services,BUSINESS SERVICES,42610000.0,NSDQ,United States
2249,HST,"Host Hotels & Resorts, Inc. ",Finance,REAL ESTATE,11477000192.0,NSDQ,United States
2250,HSTM,"HealthStream, Inc. ",Computer and Technology,COMPUTER SOFT SERV,752667008.0,NSDQ,United States
2251,HSTO,Histogen Inc. ,Medical,MED PRODS,29826000.0,NSDQ,United States
2252,HSY,The Hershey Company ,Consumer Staples,FOOD,30706999296.0,NYSE,United States
2253,HT,Hersha Hospitality Trust ,Finance,REAL ESTATE,433492992.0,NYSE,United States
2254,HTA,"Healthcare Trust of America, Inc. ",Finance,REAL ESTATE,6001999872.0,NYSE,United States
2255,HTBI,"HomeTrust Bancshares, Inc. ",Finance,BANKS & THRIFTS,383959008.0,NSDQ,United States
2256,HTBK,Heritage Commerce Corp ,Finance,BANKS & THRIFTS,565022016.0,NSDQ,United States
2257,HTBX,"Heat Biologics, Inc. ",Medical,DRUGS,177499008.0,NSDQ,United States
2258,HTGC,"Hercules Capital, Inc. ",Finance,FINANCE,1827000064.0,NYSE,United States
2259,HTGM,"HTG Molecular Diagnostics, Inc. ",Medical,MED PRODS,26211000.0,NSDQ,United States
2260,HTH,Hilltop Holdings Inc. ,Finance,BANKS & THRIFTS,2732000000.0,NYSE,United States
2261,HTHT,Huazhu Group Limited ,Consumer Discretionary,LEISURE SERVICES,36556001280.0,NSDQ,China
2262,HTLD,"Heartland Express, Inc. ",Transportation,TRANSPORTATION,1492999936.0,NSDQ,United States
2263,HTLF,"Heartland Financial USA, Inc. ",Finance,BANKS & THRIFTS,1972000000.0,NSDQ,United States
2264,HTOO,Fusion Fuel Green PLC ,Oils Energy,ENERGY-ALT SRCS,192748992.0,NSDQ,United States
2265,HTZ,,Transportation,TRANSPORTATION,,NYSE,United States
2266,HUBB,Hubbell Incorporated ,Industrial Products,MACHINERY-ELEC,9665000448.0,NYSE,United States
2267,HUBG,"Hub Group, Inc. ",Transportation,TRANSPORTATION,1966000000.0,NSDQ,United States
2268,HUBS,"HubSpot, Inc. ",Computer and Technology,COMPUTER SOFT SERV,22987999232.0,NYSE,United States
2269,HUGE,FSD Pharma Inc. ,Medical,MED PRODS,39503000.0,NSDQ,Canada
2270,HUIZ,Huize Holding Limited ,Finance,INSURANCE,505865984.0,NSDQ,China
2271,HUM,Humana Inc. ,Medical,MEDICAL CARE,49912999936.0,NYSE,United States
2272,HUN,Huntsman Corporation ,Basic Materials,CHEMICALS,6032999936.0,NYSE,United States
2273,HURC,"Hurco Companies, Inc. ",Industrial Products,MACHINERY,212215008.0,NSDQ,United States
2274,HURN,Huron Consulting Group Inc. ,Business Services,BUSINESS SERVICES,1191000064.0,NSDQ,United States
2275,HUSA,Houston American Energy Corp. ,Oils Energy,OIL-EXP&PROD,20927000.0,NYSE,United States
2276,HUSN,Hudson Capital Inc. ,Finance,FINANCE,27161000.0,NSDQ,United States
2277,HUYA,HUYA Inc. ,Computer and Technology,COMPUTER SOFT SERV,6200000000.0,NYSE,China
2278,HVBC,"HV Bancorp, Inc. ",Finance,BANKS & THRIFTS,39497000.0,NSDQ,United States
2279,HVT,"Haverty Furniture Companies, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,660004992.0,NYSE,United States
2280,HWBK,"Hawthorn Bancshares, Inc. ",Finance,BANKS & THRIFTS,130509000.0,NSDQ,United States
2281,HWC,Hancock Whitney Corporation ,Finance,BANKS & THRIFTS,3273999872.0,NSDQ,United States
2282,HWCC,Houston Wire & Cable Company ,Industrial Products,IND PRODS SVC,67502000.0,NSDQ,United States
2283,HWKN,"Hawkins, Inc. ",Basic Materials,CHEMICALS,664249024.0,NSDQ,United States
2284,HWM,Howmet Aerospace Inc. ,Construction,CONSTRUCT BLDG SERV,12188999680.0,NYSE,United States
2285,HX,Xiaobai Maimai Inc. ,Retail Wholesale,NONFOOD RETAIL WH,30426000.0,NSDQ,China
2286,HXL,Hexcel Corporation ,Aerospace,AEROSPACE DEFENSE,4496999936.0,NYSE,United States
2287,HY,"Hyster-Yale Materials Handling, Inc. ",Industrial Products,MACHINERY,1398000000.0,NYSE,United States
2288,HYFM,"Hydrofarm Holdings Group, Inc. ",Basic Materials,Agribusiness,2212000000.0,NSDQ,
2289,HYLN,Hyliion Holdings Corp. ,Auto Tires Trucks,AUTOS TIRES TRUCKS,2262000128.0,NYSE,United States
2290,HYMC,Hycroft Mining Holding Corporation ,Basic Materials,METALS-NON FERR,416412000.0,NSDQ,United States
2291,HYRE,HyreCar Inc. ,Transportation,TRANSPORTATION,202912000.0,NSDQ,United States
2292,HZAC,Horizon Acquisition Corporation ,Unclassified,UNCLASSIFIED,697660032.0,NYSE,United States
2293,HZN,Horizon Global Corporation ,Auto Tires Trucks,AUTOS TIRES TRUCKS,247640000.0,NYSE,United States
2294,HZNP,Horizon Therapeutics Public Limited Company ,Medical,DRUGS,20169000960.0,NSDQ,Ireland
2295,HZO,"MarineMax, Inc. ",Retail Wholesale,NONFOOD RETAIL WH,964582976.0,NYSE,United States
2296,HZON,Horizon Acquisition Corporation II ,Unclassified,UNCLASSIFIED,686108992.0,NYSE,
2297,IAA,"IAA, Inc. ",Auto Tires Trucks,AUTOS TIRES TRUCKS,7902000128.0,NYSE,United States
2298,IAC,IAC/InterActiveCorp ,Industrial Products,IND PRODS SVC,20917999616.0,NSDQ,
2299,IACA,ION Acquisition Corp 1 Ltd. ,Unclassified,UNCLASSIFIED,348665984.0,NYSE,
2300,IAG,IAMGOLD Corporation ,Basic Materials,METALS-NON FERR,1419000064.0,NYSE,Canada
2301,IART,Integra LifeSciences Holdings Corporation ,Medical,MED PRODS,5741000192.0,NSDQ,United States
2302,IBA,"Industrias Bachoco, S.A.B. de C.V. ",Consumer Staples,FOOD,1959000064.0,NYSE,Mexico
2303,IBCP,Independent Bank Corporation ,Finance,BANKS & THRIFTS,458711008.0,NSDQ,United States
2304,IBEX,IBEX Limited ,Business Services,BUSINESS SERVICES,418699008.0,NSDQ,Bermuda
2305,IBIO,"iBio, Inc. ",Medical,DRUGS,384497984.0,NYSE,United States
2306,IBKR,"Interactive Brokers Group, Inc. ",Finance,INVEST BKRS MGMT,30737999872.0,NSDQ,United States
2307,IBM,International Business Machines Corporation ,Computer and Technology,COMPUTER OFFICE EQUIP,107382996992.0,NYSE,United States
2308,IBN,ICICI Bank Limited ,Finance,BANKS-MAJOR,57606000640.0,NYSE,India
2309,IBOC,International Bancshares Corporation ,Finance,BANKS & THRIFTS,2808000000.0,NSDQ,United States
2310,IBP,"Installed Building Products, Inc. ",Construction,BUILDING PRODS,3206000128.0,NYSE,United States
2311,IBTX,"Independent Bank Group, Inc. ",Finance,BANKS & THRIFTS,3041999872.0,NSDQ,United States
2312,ICAD,"iCAD, Inc. ",Computer and Technology,COMPUTER SOFT SERV,423878016.0,NSDQ,United States
2313,ICBK,"County Bancorp, Inc. ",Finance,BANKS & THRIFTS,143966000.0,NSDQ,United States
2314,ICCC,ImmuCell Corporation ,Medical,MED PRODS,78178000.0,NSDQ,United States
2315,ICCH,"ICC Holdings, Inc. ",Finance,INSURANCE,46436000.0,NSDQ,United States
2316,ICD,"Independence Contract Drilling, Inc. ",Oils Energy,OIL MACH SVC DRILL,39093000.0,NYSE,United States
2317,ICE,"Intercontinental Exchange, Inc. ",Finance,FINANCE,62456999936.0,NYSE,United States
2318,ICFI,"ICF International, Inc. ",Business Services,BUSINESS SERVICES,1648999936.0,NSDQ,United States
2319,ICHR,"Ichor Holdings, Ltd. ",Computer and Technology,ELECTRON-SEMI,1162000000.0,NSDQ,United States
2320,ICL,ICL Group Ltd ,Basic Materials,CHEMICALS,7202999808.0,NYSE,Israel
2321,ICLK,iClick Interactive Asia Group Limited ,Business Services,BUSINESS SERVICES,1351000064.0,NSDQ,"Hong Kong, SAR China"
2322,ICLR,ICON Public Limited Company ,Medical,MEDICAL CARE,9537999872.0,NSDQ,Ireland
2323,ICMB,"Investcorp Credit Management BDC, Inc. ",Finance,FINANCE,74723000.0,NSDQ,United States
2324,ICON,"Iconix Brand Group, Inc. ",Consumer Discretionary,APPAREL,28721000.0,NSDQ,United States
2325,ICPT,"Intercept Pharmaceuticals, Inc. ",Medical,DRUGS,714614976.0,NSDQ,United States
2326,ICUI,"ICU Medical, Inc. ",Medical,MED PRODS,4353999872.0,NSDQ,United States
2327,IDA,"IDACORP, Inc. ",Utilities,UTIL-ELEC PWR,4352000000.0,NYSE,United States
2328,IDCC,"InterDigital, Inc. ",Computer and Technology,TELECOMM EQUIP,1954000000.0,NSDQ,United States
2329,IDEX,"Ideanomics, Inc. ",Business Services,BUSINESS SERVICES,1184999936.0,NSDQ,United States
2330,IDN,"Intellicheck, Inc. ",Industrial Products,IND PRODS SVC,224046000.0,NSDQ,United States
2331,IDRA,"Idera Pharmaceuticals, Inc. ",Medical,DRUGS,165680000.0,NSDQ,United States
2332,IDT,IDT Corporation ,Utilities,UTIL-TELEPHONE,458023008.0,NYSE,United States
2333,IDXG,"Interpace Biosciences, Inc. ",,,12167000.0,,
2334,IDXX,"IDEXX Laboratories, Inc. ",Medical,MED PRODS,44436000768.0,NSDQ,United States
2335,IDYA,"IDEAYA Biosciences, Inc. ",Medical,DRUGS,613665024.0,NSDQ,United States
2336,IEA,"Infrastructure and Energy Alternatives, Inc. ",Finance,REAL ESTATE,366937984.0,NSDQ,United States
